DataSeries,Nominal Price,Real Price,CPI,Year,Month,StandardSeries
Vitamin Enriched Bread (Per 400 Gram),1.89,2.0275271677912827,93.217,2014,9,Bread
Wholemeal Bread (Per 400 Gram),2.04,2.188442022377892,93.217,2014,9,Bread
Ordinary White Bread (Per 400 Gram),1.57,1.6824012259025496,93.319,2014,10,Bread
Vitamin Enriched Bread (Per 400 Gram),1.89,2.0253110299081643,93.319,2014,10,Bread
Wholemeal Bread (Per 400 Gram),2.05,2.196765931910972,93.319,2014,10,Bread
Ordinary White Bread (Per 400 Gram),1.57,1.6829422547138464,93.289,2014,11,Bread
Vitamin Enriched Bread (Per 400 Gram),1.89,2.025962332107751,93.289,2014,11,Bread
Wholemeal Bread (Per 400 Gram),2.05,2.1974723708047037,93.289,2014,11,Bread
Ordinary White Bread (Per 400 Gram),1.57,1.6837725083920512,93.243,2014,12,Bread
Vitamin Enriched Bread (Per 400 Gram),1.89,2.02696180946559,93.243,2014,12,Bread
Wholemeal Bread (Per 400 Gram),2.05,2.1985564600023593,93.243,2014,12,Bread
Ordinary White Bread (Per 400 Gram),1.57,1.6610768433191914,94.517,2015,1,Bread
Vitamin Enriched Bread (Per 400 Gram),1.89,1.9996402763524022,94.517,2015,1,Bread
Wholemeal Bread (Per 400 Gram),2.05,2.1689219928690076,94.517,2015,1,Bread
Ordinary White Bread (Per 400 Gram),1.57,1.6625191930957801,94.435,2015,2,Bread
Vitamin Enriched Bread (Per 400 Gram),1.89,2.00137660824906,94.435,2015,2,Bread
Wholemeal Bread (Per 400 Gram),2.05,2.1708053158257,94.435,2015,2,Bread
Ordinary White Bread (Per 400 Gram),1.57,1.6556815185868705,94.825,2015,3,Bread
Vitamin Enriched Bread (Per 400 Gram),1.89,1.993145267598207,94.825,2015,3,Bread
Wholemeal Bread (Per 400 Gram),2.05,2.1618771421038754,94.825,2015,3,Bread
Ordinary White Bread (Per 400 Gram),1.57,1.65444275838813,94.896,2015,4,Bread
Vitamin Enriched Bread (Per 400 Gram),1.89,1.9916540212443095,94.896,2015,4,Bread
